"","word_clean","score"
"2553","euphorie",2
"2554","euphorique",2
"2555","euphorie",2
"2556","évaluer",0
"2557","évaluation",0
"2558","évaluation",0
"2559","échapper",-1
"2560","évasion",-1
"2561","évasif",-1
"2562","",1
"2563","uniformément",1
"2564","mouvementée",1
"2565","éternelle",2
"2566","évident",1
"2567","évidemment",2
"2568"," mal",-2
"2569"," mal",-2
"2570","malfaiteur",-2
"2571","maux",-2
"2572","maux",-2
"2573","eviscération",-2
"2574","évocateur",2
"2575","exacerber",-2
"2576","exact",0
"2577","exigeante",-1
"2578","exactement",0
"2579","exagérer",-2
"2580","exagération",-2
"2581","exagération",-2
"2582","exalter",2
"2583","exalter",2
"2584","exaltation",2
"2585","exalté",2
"2586","exaltedly",2
"2587","exaltant",2
"2588","exaltingly",2
"2589","exaspérer",-2
"2590","ras--bol",-2
"2591","exaspérant",-2
"2592","exasperatingly",-2
"2593","dépasser",2
"2594","dépassant",2
"2595","extrêmement",2
"2596","excel",2
"2597","excellence",2
"2598","excellence",2
"2599","excellent",2
"2600","très bien",2
"2601","exceptionnel",2
"2602","exceptionnellement",2
"2603","excessive",-2
"2604","trop",-2
"2605","exciter",1
"2606","excité",2
"2607"," enthousiasme",2
"2608","excitedness",2
"2609","excitation",2
"2610","passionnant",2
"2611","excitante",2
"2612","exclamer",-2
"2613","exclure",-1
"2614","exclusion",-1
"2615","exclusif",1
"2616","exclusivement",0
"2617","excorier",-2
"2618","atroce",-2
"2619","atrocement",-2
"2620","excusable",2
"2621","excusable",2
"2622","excuse",-1
"2623","excuse",-1
"2624","excuse",1
"2625","excuses",-1
"2626","excuses",-1
"2627","execrate",-2
"2628","exemplaire",2
"2629","exemplaire",2
"2630","échappement",-1
"2631","épuisement",-1
"2632","exhaustive",1
"2633"," manière exhaustive",1
"2634","exhilarate",2
"2635","exaltante",2
"2636","exhilaratingly",2
"2637","ivresse",2
"2638","exhorter",-2
"2639","exil",-1
"2640","exonérer",2
"2641","exorbitant",-2
"2642","exorbitantance",-2
"2643","exorbitant",-2
"2644","vaste",2
"2645","attente",0
"2646","attente",0
"2647","opportun",-1
"2648","expediencies",-1
"2649","expediencies",-1
"2650","expulser",-1
"2651","cher",-1
"2652","cher",-1
"2653","expérimenté",1
"2654","expert",1
"2655","experte",2
"2656","expirer",-2
"2657","explicite",2
"2658","explicitement",2
"2659","exploser",-1
"2660","exploit",-2
"2661","exploitation",-2
"2662","exploitation",-2
"2663","exposer",-1
"2664","exposés",-1
"2665","explosif",-1
"2666","exposer",0
"2667","expression",0
"2668","expression",0
"2669"," expressions",0
"2670"," expressions",0
"2671","expressif",1
"2672","exproprier",-1
"2673","exproprier",-1
"2674","expropriation",-1
"2675","expropriation",-1
"2676","expulser",-1
"2677","expunge",-2
"2678","exquis",2
"2679","exquise",2
"2680","extemporize",0
"2681","vaste",0
"2682","largement",0
"2683","exterminer",-2
"2684","extermination",-2
"2685","éteindre",-1
"2686","vanter",2
"2687","extoll",2
"2688","extorquer  ",-1
"2689","extorsion  fonds",-2
"2690","étrangères",-1
"2691","extraordinairement",2
"2692","extraordinaire",2
"2693","extravagance",-2
"2694","extravagant",-2
"2695"," manière extravagante",-2
"2696","extrême",-1
"2697","extrême",-2
"2698","extrêmement",-2
"2699","extrémisme",-1
"2700","extrémisme",-1
"2701","extrémistes",-1
"2702"," extrémistes",-1
"2703"," extrémistes",-1
"2704","exuberance",2
"2705","exuberant",2
"2706"," exubérance",2
"2707","jubiler",2
"2708","exultation",2
"2709","exultingly",2
"2710"," sourcils",0
"2711"," sourcils",0
"2712","fabriquer",-1
"2713","fabrication",-2
"2714","fabulous",2
"2715","fabuleusement",2
"2716","facétieux",-2
"2717","facétieusement",-2
"2718","faciliter",1
"2719","fait",0
"2720","faits",0
"2721","factuel",0
"2722"," décoloration",-1
"2723","échec",-1
"2724"," défaut",-2
"2725","échec",-1
"2726","échec",-1
"2727"," échecs",-1
"2728"," échecs",-1
"2729","faible",-1
"2730","manque  courage",-2
"2731","juste",1
"2732","juste",1
"2733","assez",1
"2734","équité",1
"2735","équité",1
"2736"," foi",2
"2737"," foi",2
"2738","fidèle",2
"2739","fidèle",2
"2740","fidèlement",2
"2741"," fidélité",2
"2742","infidèle",-2
"2743","faux",-2
"2744","automne",-1
"2745"," sophismes",-2
"2746"," sophismes",-2
"2747","fallacieux",-2
"2748","fallaciously",-2
"2749","fallaciousness",-2
"2750","erreur",-2
"2751","fallout",-2
"2752","faux",-2
"2753","faux",-2
"2754"," mensonge",-2
"2755","faussement",-2
"2756","falsifier",-2
"2757","papillons",-2
"2758","célèbre",1
"2759","familier",0
"2760","familier",0
"2761","fame",2
"2762","célèbre",2
"2763"," famine",-2
"2764","affamé",-2
"2765","célèbre",1
"2766","célèbre",2
"2767","fanatique",-2
"2768","fanatique",-2
"2769","fanatiquement",-2
"2770"," fanatisme",-2
"2771"," fanatiques",-2
"2772","fantaisiste",-2
"2773","fantaisie",2
"2774","fantaisie",2
"2775","fanfare",2
"2776","fanfare",2
"2777","fantastique",2
"2778","fantastique",2
"2779","fantasy",2
"2780","fantasy",2
"2781","farfelue",-2
"2782","loin",0
"2783","tiré   cheveux",-2
"2784","farce",-2
"2785","ridicule",-2
"2786","ridicule encore provocateur",-2
"2787","farcically",-2
"2788","hypermétrope",1
"2789","fasciner",2
"2790","fascinant",2
"2791","   fascinant",2
"2792","fascination",2
"2793"," fascisme",-2
"2794"," fascisme",-2
"2795","fasciste",-2
"2796"," mode",2
"2797"," mode",2
"2798","rapide",0
"2799","croissance rapide",1
"2800","rapide",1
"2801"," croissance  plus rapide",1
"2802","fastidieux",-2
"2803","méticuleusement",-2
"2804","fastuous",-2
"2805"," graisse",-1
"2806","fatale",-1
"2807","fataliste",-2
"2808","fatalistically",-2
"2809","mortellement",-1
"2810","fatidique",-2
"2811","fatalement",-2
"2812","fathom",1
"2813","insondables",-2
"2814"," fatigue",-1
"2815","gras",-1
"2816","fatuité",-2
"2817","stupide",-2
"2818","fatuously",-2
"2819","faute",-2
"2820","défectueux",-1
"2821","faveur",1
"2822","faveur",1
"2823","faveur",2
"2824","favorable",2
"2825","favorable",2
"2826","favorisée",1
"2827","favori",2
"2828","fauve",0
"2829","fawningly",-2
"2830","favour",2
"2831","faze",-1
"2832"," peur",-2
"2833"," peur",-2
"2834","peur",-2
"2835","craintivement",-2
"2836","intrépide",2
"2837"," crainte",2
"2838"," craintes",-2
"2839"," craintes",-2
"2840","redoutable",-2
"2841","faisable",1
"2842","faisable",1
"2843","exploit",1
"2844","featly",2
"2845","irresponsable",-2
"2846","faible",-1
"2847","feeblely",-1
"2848","feebleminded",-2
"2849","sentir",0
"2850"," sent",0
"2851","felt",0
"2852","sentiment",0
"2853","sentiment",0
"2854","sentiment",0
"2855","sentiments",0
"2856","sentiments",0
"2857","feindre",-1
"2858","feint",-1
"2859","feisty",2
"2860","feisty",2
"2861","felicitate",2
"2862","heureuse",2
"2863","felicity",2
"2864"," tombé",-2
"2865","felon",-1
"2866","coupable",-1
"2867","féroce",-2
"2868","férocement",-2
"2869"," férocité",-2
"2870","fertile",1
"2871","fertile",1
"2872","fervent",2
"2873"," ferveur",2
"2874","fervid",2
"2875","fervidly",2
"2876","ferveur",2
"2877","fébrile",-1
"2878","festive",2
"2879","fétide",-2
"2880"," fièvre",-1
"2881","fiasco",-2
"2882","fiat",-1
"2883","fiat",-1
"2884","fib",-2
"2885","fib",-2
"2886"," fibre",-2
"2887","volage",-2
"2888","fiction",-1
"2889","fiction",-1
"2890","fiction",-1
"2891","fictif",-2
"2892"," fidélité",2
"2893","fidget",-2
"2894","agité",-2
"2895","fiend",-2
"2896","diabolique",-2
"2897","féroce",-1
"2898","fiery",1
"2899","lutte",-1
"2900","lutte",-1
"2901","figure  proue",-1
"2902","figure  proue",-1
"2903"," saleté",-2
"2904","sale",-2
"2905","récupérer",-1
"2906","enfin",0
"2907","fine",1
"2908","fine",-1
"2909","finement",2
"2910","entreprise",0
"2911","entreprise",0
"2912","fermement",0
"2913"," première classe",1
"2914"," premier ordre",2
"2915"," fissures",-1
"2916"," fissures",-1
"2917","poing",-1
"2918","ajustement",2
"2919","côté ",2
"2920","fixateur",0
"2921","fixateur",0
"2922","flabbergast",-2
"2923","sidéré",-2
"2924","repérage",-1
"2925","flagrante",-2
"2926"," manière flagrante",-2
"2927","flair",1
"2928","flak",-2
"2929","flak",-2
"2930","flocon",-1
"2931","flakey",-1
"2932","feuilletée",-1
"2933"," flamme",1
"2934"," flamme",1
"2935","flash",-1
"2936","flash",-1
"2937","flashy",-1
"2938","flat-out",-2
"2939","flatter",2
"2940","flatteur",2
"2941","flatteur",2
"2942","étalage",-2
"2943","faille",-1
"2944","faille",-1
"2945","défauts",-1
"2946","imparfait",-1
"2947","imparfait",-1
"2948","impeccable",2
"2949","parfaitement",2
"2950","fleer",-2
"2951","éphémère",-1
"2952","flexible",2
"2953","frivole",-2
"2954","flimflam",-2
"2955","fragile",-1
"2956","flirt",-2
"2957","flirty",-2
"2958","étage",0
"2959","terrassé",-2
"2960"," limande  queue",-2
"2961","patauge",-2
"2962","épanouir",2
"2963","florissante",2
"2964","bafouer",-2
"2965","couramment",1
"2966","émoi",-1
"2967","ennemi",-2
"2968","friands",2
"2969","tendrement",2
"2970","beaucoup  tendresse",2
"2971","fou",-2
"2972","téméraire",-2
"2973","stupide",-2
"2974","bêtement",-2
"2975"," folie",-2
"2976"," toute épreuve",1
"2977","interdire",-2
"2978","interdit",-2
"2979","interdisant",-1
"2980","interdisant",-1
"2981"," force",-1
"2982","énergique",-1
"2983","pressentiment",-2
"2984","forebodingly",-2
"2985","tout",2
"2986","forsee",0
"2987","prévoyance",2
"2988","prévoir",0
"2989","forfeit",-1
"2990","a pardonné",2
"2991","forgé",-1
"2992","oublier",-2
"2993","oublieux",-2
"2994","forgetfully",-2
"2995","oubli",-2
"2996","pardonner",2
"2997","pardonné",2
"2998","pardon",2
"2999","pardonner",2
"3000","forgivingly",2
"3001","forlorn",-2
"3002","forlornly",-2
"3003","formidable",-2
"3004","abandonner",-2
"3005","abandonné",-2
"3006","renié",-2
"3007","franche",0
"3008","courage",2
"3009","forteresse",0
"3010","forteresse",0
"3011","fortuitous",2
"3012","  heureux hasard",2
"3013"," chance",1
"3014"," chance",2
"3015","heureusement",2
"3016","fortune",2
"3017","fortune",2
"3018","faute",-2
"3019","faute",-2
"3020","faute",-1
"3021","cruellement",-2
"3022","vilenie",-2
"3023","grincheux",-2
"3024","fractiously",-2
"3025","fracture",-1
"3026","fracture",-1
"3027","fragile",-1
"3028","fragile",-1
"3029","fragmenté",-1
"3030","parfumé",2
"3031","fragile",-1
"3032","frank",2
"3033","franchement",0
"3034","frénétique",-2
"3035","frénétiquement  ",-2
"3036","frénétiquement",-2
"3037","fraterniser",-2
"3038","fraud",-1
"3039","fraud",-1
"3040","frauduleux",-1
"3041","lourde",-2
"3042","lourde",-2
"3043","freak",-2
"3044","freak",-2
"3045","fantasque",-2
"3046","fantasque",-2
"3047","fantasque",-2
"3048","grotesque",-2
"3049","frazzle",-2
"3050","frazzle",-2
"3051","exténué",-2
"3052","gratuit",1
"3053"," liberté",1
"3054"," liberté",1
"3055","libertés",1
"3056","libertés",1
"3057","frénétique",-2
"3058","frénétiquement",-2
"3059","frénétique",-2
"3060","frénésie",-2
"3061","fréquentes",0
"3062","frais",1
"3063","fret",-2
"3064","grognon",-2
"3065"," friction",-2
"3066"," friction",-2
"3067"," frictions",-2
"3068"," frictions",-2
"3069","ami",1
"3070","ami",1
"3071","amitié",2
"3072","amitié",2
"3073","amicale",2
"3074","amis",1
"3075","amis",1
"3076","amitié",1
"3077","amitié",1
"3078","friggin",-2
"3079"," peur",-2
"3080"," peur",-2
"3081","effrayer",-2
"3082","effrayant",-2
"3083","terriblement",-2
"3084","terriblement",-2
"3085","effroyable",-2
"3086","terrorisé,",-2
"3087","frigide",-1
"3088","frivole",-2
"3089","frolic",2
"3090","froncement  sourcils",-2
"3091","froncement  sourcils",-2
"3092","congelés",-1
"3093","féconde",1
"3094","infructueuses",-2
"3095","vainement",-2
"3096","fumble",-1
"3097","amusant",-2
"3098","frustrer",-2
"3099","frustré",-2
"3100","frustrant",-2
"3101","frustrant",-2
"3102","malheureusement",-2
"3103"," frustration",-2
"3104","fudge",-2
"3105","fudge",-2
"3106","fudge",-2
"3107","fugitif",-1
"3108","réalisation",1
"3109","réalisation",1
"3110","plein",0
"3111","entièrement",0
"3112","complet",-1
"3113"," part entière",1
"3114","pleine échelle",0
"3115"," fulminate ",-2
"3116","fumées",-2
"3117","amusant",2
"3118","fonctionnelle",1
"3119","fondamentaux",0
"3120","fondamentalement",0
"3121"," fondamentalisme",-1
"3122"," fondamentalisme",-1
"3123","financé",0
"3124","drôle",2
"3125","drôle",2
"3126","furieux",-2
"3127","furieusement",-2
"3128","fureur",-2
"3129","plus",0
"3130"," outre",0
"3131","fury",-2
"3132","chichi",-2
"3133","chichi",-2
"3134","chichi",-2
"3135","fustigate",-2
"3136","pointilleux",-2
"3137"," renfermé",-2
"3138","futile",-2
"3139","vainement",-2
"3140","futilité",-2
"3141","floue",-1
"3142","gabble",-2
"3143","gaff",-2
"3144","gaffe",-2
"3145"," gaieté",2
"3146","gaiement",2
"3147","gain",1
"3148","gain",1
"3149","lucrative",2
"3150","rémunérateur",2
"3151","contredire",-2
"3152","gainsayer",-2
"3153","gaga",-2
"3154","troupeau",-2
"3155","gall",-2
"3156","gallant",2
"3157","galamment",2
"3158"," grippage",-2
"3159","gallingly",-2
"3160","gogo",2
"3161","galvaniser",0
"3162","jouer",-1
"3163","jouer",-1
"3164","jeu",-1
"3165","gape",-2
"3166","poubelle",-1
"3167","poubelle",-1
"3168","criardes",-2
"3169","gasp",-2
"3170","gasp",-2
"3171","gauche",-2
"3172","voyantes",-2
"3173","gawk",-2
"3174","gawky",-2
"3175","geezer",-2
"3176","gem",1
"3177","gem",1
"3178","gemmes",1
"3179","gemmes",1
"3180"," générosité",2
"3181","généreux",2
"3182","généreusement",2
"3183","genial",1
"3184","génie",2
"3185","genocide",-2
"3186","genocide",-2
"3187","doux",1
"3188","genuine",1
"3189","germane",1
"3190"," gestes",0
"3191"," gestes",0
"3192","devenir riche",-2
"3193","devenir riche",-2
"3194","horrible",-2
"3195","ghetto",-1
"3196","géant",0
"3197","géant",0
"3198","géants",0
"3199","géants",0
"3200","gibber",-2
"3201","charabia",-2
"3202","gibe",-2
"3203"," vertige",2
"3204","doué",2
"3205","gigantesque",0
"3206","heureux",2
"3207","iris",2
"3208","volontiers",2
"3209"," joie",2
"3210","glamour",2
"3211","éblouissement",-2
"3212","éblouissement",-2
"3213","flagrante",-2
"3214","flagrante",-2
"3215","glaner",0
"3216","glee",2
"3217","joyeuse",2
"3218","joyeusement",2
"3219","glib",-2
"3220"," aisance",-2
"3221","mica",2
"3222","mica",2
"3223","mica",2
"3224","scintillant",2
"3225","glisten",2
"3226","glisten",2
"3227","étincelant",2
"3228","glitch",-1
"3229","glitter",2
"3230","glitter",2
"3231","jubiler",0
"3232","gloatingly",-2
"3233","gloom",-2
"3234","sombre",-2
"3235","glorifier",2
"3236","glorieux",2
"3237","glorieusement",2
"3238","gloire",2
"3239","gloire",2
"3240","brillant",-2
"3241","brillant",2
"3242","lueur",2
"3243","glower",-2
"3244","lumineux",2
"3245"," feu",2
"3246","glum",-2
"3247","glut",-1
"3248","ronger",-1
"3249","go-ahead",1
"3250","go-ahead",1
"3251","goad",-2
"3252","incitation",-2
"3253","dieu terrible",-2
"3254","dieu-donné",2
"3255","saleté  ",-2
"3256","putain",-2
"3257","divins",2
"3258","or",1
"3259","or",1
"3260","bon",1
"3261","bonne",1
"3262"," bonté",2
"3263","écart acquisition",2
"3264","écart acquisition",2
"3265","gaffe",-2
"3266","gaffe",-2
"3267","magnifique",2
"3268","magnifiquement",2
"3269","potins",-2
"3270","potins",-2
"3271","potins",-2
"3272","grâce",2
"3273","gracieux",2
"3274","gracieusement",2
"3275","graceless",-2
"3276","gracelessly",-2
"3277","gracieuse",2
"3278","gracieusement",2
"3279","grâce",2
"3280","greffe",-1
"3281","graal",1
"3282","graal",1
"3283","grand",1
"3284","grandeur",2
"3285","grandiose",-2
"3286","grappin",-1
"3287","grille",-2
"3288","reconnaissant",2
"3289","reconnaissant",2
"3290"," gratitude",2
"3291"," gratification",2
"3292","satisfaire",2
"3293","gratifiant",2
"3294","gratifyingly",2
"3295","caillebotis",-2
"3296"," gratitude",2
"3297"," gratitude",2
"3298","gratuitous",-2
"3299","gratuitous",-2
"3300","gratuitement",-2
"3301","grave",-2
"3302","gravement",-2
"3303","grand",2
"3304","plus",2
"3305","grandement",0
"3306","grandeur",2
"3307"," cupidité",-2
"3308","gourmand",-2
"3309","salue",2
"3310","grief",-2
"3311","grief",-2
"3312"," griefs",-2
"3313"," griefs",-2
"3314"," deuil",-2
"3315","deuil",-2
"3316","grave",-2
"3317","terriblement",-2
"3318","grill",-1
"3319","grim",-2
"3320","grimace",-2
"3321","sourire",2
"3322","grind",-2
"3323","grind",-2
"3324","rogne",-2
"3325","rogne",-2
"3326","macabre",-2
"3327","grit",2
"3328","grit",2
"3329","graveleux",-1
"3330","groove",1
"3331","brut",-1
"3332","grossièrement",-2
"3333","grotesque",-2
"3334","grouch",-2
"3335","grouchy",-2
"3336","révolutionnaire",2
"3337","révolutionnaire",2
"3338"," fondement",-2
"3339","tétras",-2
"3340","croissance",0
"3341","growl",-2
"3342","grudge",-2
"3343","grudges",-2
"3344","grudges",-2
"3345","murmures",-2
"3346"," contrecœur",-2
"3347","horrible",-2
"3348","horriblement",-2
"3349","gruff",-2
"3350"," plaindre",-2
"3351","garantie",1
"3352","garantie",1
"3353","tuteur",1
"3354","conseils",1
"3355","conseils",1
"3356","guile",-2
"3357"," culpabilité",-2
"3358","innocent",2
"3359","coupable",-1
"3360"," sentant coupable",-2
"3361","crédules",-2
"3362","gush",1
"3363","quoi",2
"3364","gusto",2
"3365","gutsy",2
"3366","hagard",-2
"3367","marchander",-2
"3368"," grêle",2
"3369","halcyon",2
"3370","hale",2
"3371"," demi-teinte",-2
"3372"," bout  lèvres",-2
"3373"," mi-chemin",0
"3374"," mi-chemin",0
"3375","sanctifié",2
"3376","halluciner",-2
"3377","hallucination",-2
"3378","arrêt",0
"3379","entraver",-2
"3380","ischio-jambiers",-2
"3381","hamstrung",-2
"3382","handicapés",-1
"3383","haut  main",2
"3384","beau",2
"3385","pratique",2
"3386","hanker",2
"3387","malheureux",-2
"3388","hasard",-1
"3389","heureusement",2
"3390","bonheur",2
"3391","heureux",2
"3392","harangue",-2
"3393","harceler",-1
"3394"," harcèlement",-2
"3395"," harcèlement",-2
"3396","hébergeant",-1
"3397","hébergeant",-1
"3398"," ports",-1
"3399"," ports",-1
"3400","dur",-1
"3401","dur-frapper",-1
"3402"," ligne dure",-2
"3403","dur-liner",-2
"3404"," travaillent dur",1
"3405","hardball",-2
"3406","hardball",-2
"3407","durcir",-1
"3408","trempé",-1
"3409","plus borné",-2
"3410","hardhearted",-2
"3411","plus résistante",2
"3412","plus résistante",2
"3413","partisan   ligne dure",-1
"3414","partisans   ligne dure",-1
"3415","partisans   ligne dure",-1
"3416"," peine",-2
"3417","difficultés",-2
"3418"," difficultés",-2
"3419"," difficultés",-2
"3420","hardy",1
"3421","dommage",-2
"3422","dommage",-2
"3423","nocif",-2
"3424","inoffensif",2
"3425","harmonieux",2
"3426","harmonieusement",2
"3427","harmoniser",2
"3428","harmonie",2
"3429","harmonie",2
"3430","nuit",-2
"3431","nuit",-2
"3432","harpie",-2
"3433","harridan",-2
"3434","harcelé",-2
"3435","harrow",-2
"3436","dure",-2
"3437","durement",-2
"3438","tracas",-2
"3439","hâte",-2
"3440","hâte",-2
"3441","hâtives",-2
"3442","hâtives",-1
"3443"," haine",-2
"3444","hater",-2
"3445","haineux",-2
"3446"," haine",-2
"3447"," haine",-2
"3448"," arrogance",-2
"3449","hautain",-2
"3450"," haine",-2
"3451","hanter",-1
"3452","hante",-2
"3453","havre",2
"3454"," ravages",-2
"3455","hawkish",-2
"3456","hawkish",-2
"3457","danger",-1
"3458","danger",-1
"3459","dangereux",-1
"3460","brumeux",-1
"3461"," maux  tête",-1
"3462"," maux  tête",-1
"3463"," maux  tête",-1
"3464"," progrès",1
"3465","capiteux",2
"3466","guérir",1
"3467","sain",2
"3468","sain",1
"3469","sain",1
"3470","coeur",1
"3471"," chagrin",-2
"3472","heartbreaker",-2
"3473","navrant",-2
"3474","déchirante",-2
"3475","encourager",2
"3476","encourageant",2
"3477","heartfelt",2
"3478","cordialement",2
"3479","heartless",-2
"3480","déchirants",-2
"3481","réconfortant",2
"3482","nations",-2
"3483","nations",-2
"3484"," ciel",1
"3485","céleste",2
"3486","fortement",-2
"3487","lourds",0
"3488","lourde",-2
"3489","heavyhearted",-2
"3490","diable",-2
"3491","diable",-2
"3492","chahuter",-2
"3493","mouvementée",-1
"3494","couverture",-2
"3495","hédoniste",-2
"3496","insouciants",-2
"3497","bien membré",0
"3498","hegemonism",-1
"3499","hegemonism",-1
"3500","hégémoniques",-2
"3501","hegemony",-2
"3502","hegemony",-1
"3503","hegemony",-1
"3504","odieux",-2
"3505","enfer",-2
"3506","hell-bent",-2
"3507","trublion",-2
"3508","aider",1
"3509","aider",1
"3510","aider",1
"3511","utile",1
"3512","impuissant",-1
"3513","impuissant",-1
"3514","impuissance",-1
"3515","herald",2
"3516","hérésie",-2
"3517","hérétique",-2
"3518","hérétique",-2
"3519","héros",2
"3520","héroïque",2
"3521","héroïque",2
"3522","héroïquement",2
"3523","héroïne",2
"3524","heroize",2
"3525","heros",2
"3526","hésitant",-2
"3527","hideux",-2
"3528","affreusement",-2
"3529","hideux",-2
"3530","haute",0
"3531","haute puissance",0
"3532"," haute qualité",1
"3533","mettre  évidence",2
"3534","mettre  évidence",2
"3535","hilarant",2
"3536","hilarante",2
"3537","hilariousness",2
"3538","hilarité",2
"3539","hinder",-2
"3540","obstacle",-2
"3541","historique",1
"3542","hm",0
"3543","hmm",0
"3544","hoard",-2
"3545","canular",-2
"3546","entraver",-1
"3547","trou",-1
"3548","creux",-2
"3549","saint",1
"3550","hommage",2
"3551","honnête",2
"3552","honnête",1
"3553","honnêtement",2
"3554","honnêteté",2
"3555","honnêteté",2
"3556","lune  miel",1
"3557","honneur",1
"3558","honneur",1
"3559","honneur",2
"3560","honorable",2
"3561","duper",-2
"3562","espoir",2
"3563","espoir",2
"3564","espoir",2
"3565","plein espoir",2
"3566","espérons-",2
"3567","espoir",2
"3568","désespérée",-2
"3569","désespérément",-2
"3570"," désespoir",-2
"3571"," espoirs",2
"3572"," espoirs",2
"3573"," horde",-1
"3574","horrible",-2
"3575","horriblement",-2
"3576","horrible",-2
"3577","horrible",-2
"3578","horriblement",-2
"3579","horrible",-2
"3580","horrible",-2
"3581","terrifiant",-2
"3582","horrifier",-2
"3583","horrifier",-2
"3584","horrible",-2
"3585","horriblement",-2
"3586","horreur",-2
"3587","horreurs",-2
"3588","hospitalier",2
"3589"," otage",-1
"3590","hostile",-1
"3591","hostile",-1
"3592"," hostilités",-1
"3593"," hostilités",-1
"3594","hostilité",-2
"3595","hostilité",-2
"3596","chaud",1
"3597","tête brûlée",-2
"3598","exaltée",-2
"3599"," bâches",-2
"3600"," bâches",-2
"3601","serre",-1
"3602","serre",-1
"3603","cependant",0
"3604","arrogance",-2
"3605","huckster",-2
"3606","hug",2
"3607","hug",2
"3608","énorme",0
"3609","humaine",2
"3610","humaine",2
"3611"," humanistes",1
"3612"," humanistes",1
"3613","humanité",1
"3614","humanité",2
"3615","humble",2
"3616"," leçon humilité",-2
"3617","humilier",-2
"3618","humiliant",-2
"3619","humiliation",-2
"3620","humilité",2
"3621","humour",2
"3622","humoristique",2
"3623"," humour",2
"3624","humour",2
"3625","humour",2
"3626","humoristique",2
"3627"," faim",-2
"3628","faim",-1
"3629","mal",-1
"3630","mal",-1
"3631","blessants",-1
"3632","hustler",-1
"3633","hypnotiser",0
"3634","hypocrisy",-2
"3635","hypocrite",-2
"3636","hypocrites",-2
"3637","hypocrite",-2
"3638","hypocritement",-2
"3639","hystérie",-2
"3640","hysterique",-2
"3641","hystérique",-2
"3642","hystérique",-2
"3643"," crise  nerfs",-2
"3644","icy",-1
"3645","idée",0
"3646","idée",0
"3647","idéal",2
"3648","idéal",2
"3649","idéalisme",1
"3650","idéaliste",1
"3651","idéaliser",2
"3652","idéalement",2
"3653","idiocies",-2
"3654","idiocy",-2
"3655","idiot",-2
"3656","idiot",-2
"3657","idiotement",-2
"3658","idiots",-2
"3659","inactif",-1
"3660","idole",2
"3661","idole",2
"3662","idolâtrer",2
"3663","idolâtré",2
"3664","idyllic",2
"3665","enflammer",0
"3666","ignoble",-2
"3667","honteux",-2
"3668","ignominieusement",-2
"3669","ignominie",-2
"3670","ignorer",-1
"3671","ignorance",-2
"3672","ignorance",-2
"3673","ignorant",-2
"3674","ignorant",-2
"3675","malade",-1
"3676","malade",-1
"3677","mal conseillé",-2
"3678","mal conçu",-2
"3679","malheureuse",-2
"3680","mauvais favorisée",-2
"3681","ill-mannered",-2
"3682","ill-natured",-2
"3683","mauvais triés",-2
"3684"," mauvaise humeur",-2
"3685","maltraités",-2
"3686"," mauvais traitements",-2
"3687"," mauvais traitements",-2
"3688","mauvais usage",-2
"3689","mal utilisé",-2
"3690","illégal",-1
"3691","illégalement",-1
"3692","illégitime",-1
"3693","illicite",-1
"3694","illiquid",-1
"3695","analphabètes",-1
"3696"," maladie",-1
"3697","illogic",-2
"3698","illogique",-2
"3699","illogiquement",-2
"3700","illuminate",2
"3701","illuminati",2
"3702","illuminati",2
"3703","éclairant",2
"3704","illumine",2
"3705","illusion",-2
"3706","illusion",-2
"3707","illusions",-2
"3708","illusions",-2
"3709","illusoire",-2
"3710","illustres",2
"3711","imaginaire",-2
"3712","imagination",0
"3713","imagination",0
"3714","imaginatif",2
"3715","imaginez",0
"3716","déséquilibre",-2
"3717","déséquilibre",-2
"3718","imbécile",-2
"3719"," tricherie",-2
"3720","immaculée",2
"3721","impeccablement",2
"3722","immatériel",-2
"3723","immature",-1
"3724","immédiate",0
"3725","immédiatement",0
"3726","immense",0
"3727","immensément",0
"3728","immensité",0
"3729","immensurable",0
"3730","imminence",-2
"3731","imminente",-2
"3732"," façon imminente",-2
"3733","immobilisé",-1
"3734","immodéré",-2
"3735","démesurément",-2
"3736","impudique",-2
"3737","immoral",-2
"3738","immoralité",-2
"3739"," façon immorale",-2
"3740","immeuble",-2
"3741","immune",0
"3742","nuire",-2
"3743","altération  ",-2
"3744","impartial",1
"3745","impartialité",1
"3746"," manière impartiale",1
"3747","impasse",-2
"3748","passionné",2
"3749","impassible",0
"3750","impatience",-2
"3751","impatient",-2
"3752"," impatience",-2
"3753"," destitution",-2
"3754","impeccable",2
"3755","impeccablement",2
"3756","empêcher",-2
"3757","impédance",-2
"3758","obstacle",-2
"3759","impel",2
"3760","imminente",-2
"3761","imminente",-2
"3762","impénitent",-2
"3763","impératif",0
"3764","impérativement",0
"3765","imparfait",-1
"3766","imparfaitement",-1
"3767","imperial",1
"3768","impérialiste",-2
"3769"," péril",-2
"3770","impérieux",-2
"3771","impérieusement",-2
"3772","illicite",-1
"3773","impersonnel",-1
"3774","impertinent",-2
"3775","imperturbable",2
"3776","imperméable",2
"3777","impétueux",-2
"3778","fougueusement",-2
"3779","élan",1
"3780","impiété",-2
"3781","empiéter",-2
"3782","impie",-2
"3783","implacable",-2
"3784","invraisemblable",-2
"3785"," manière invraisemblable",-2
"3786","impliquer",-1
"3787","implication",-1
"3788","implication",-1
"3789","implicite",0
"3790","imploser",-2
"3791","implore",0
"3792","implorant",0
